,id,text,labels
2762,,the cardinal seemed annoyed that i ordered no wine or alcohol -- just water -- with my meal. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2763,,the food and drinks held up to fac to represent and the service was just as good if not better. ,"[0, -2, -2, -2, 1, -2, -2, -2]"
2764,,those who choose an example  ( chefof choice )  menu will be happily surprised with accents of bacon or shades of homemade sauce or blending rolls and dishes alike. ,"[1, -2, 0, -2, -2, -2, 1, -2]"
2765,,"as for the food ,  apart from the chef##s orders ,  the eggs and rolls are just below price for the price they charged. ","[-1, -2, 0, -2, -2, -1, -2, -2]"
2766,,"not only did they refuse to give me any milk but they charged me full price  (  dollar 9 )  for plain dry noodles - no pork ,  vegetables ,  or meat just wet noodles in a bowl. ","[-2, -2, -2, 0, -2, -1, -2, -2]"
2767,,"when the ice cream cake i ordered did not hold up in their regular freezing temperature ,  person immediately had a server run out and got an identical cake in time. ","[-2, -2, 1, 0, -2, -2, -2, -2]"
2768,,"i went on a date time on the recommendation of the new general manager ,  person who also did the club and le money. ","[1, 0, -2, -2, -2, -2, -2, -2]"
2769,,i definitely liked the vibe in the restaurant - the food is good with enough variety to please everyone - i would say the portions were quite nice where it counts - meat whether fish or steak and for those prices this is very rare. ,"[1, -2, -2, -1, -2, -2, -2, 0]"
2770,,"at cardinal point ,  i spilled my water glass--when i informed the waiter of this he said he would clean it up--he never got around to it. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2771,,"ok ,  it is not greasy steak and juicy burger good ,  but it has a light healthy fare ,  if you are into that kind of stuff. ","[-2, -2, 0, -2, -2, 1, -2, -2]"
2772,,the food had a somewhat elevated price tag but but fair considering the food origin - the meals highly recommended including the apple and lobster roll - we were well paid and did not encounter any resistance from the staff - maybe the other student reviewers are used to cafeteria service. ,"[1, -2, -1, 1, -1, -1, -2, -2]"
2773,,"the only bad thing was that the ordinal alien was so friendly and took a lot of time at your terminal the other tables ,  so she did not come see us. ","[-2, 0, -2, 1, -2, -2, -2, -2]"
2774,,"after being seated outside by the host ,  a waitress came over and yelled at your terminal us for taking a table that belonged to people waiting at your terminal the bar. ","[-2, -2, -1, -2, 0, -2, -2, -2]"
2775,,"summary good service ,  bad food ! ","[-1, -2, -2, -2, 1, -2, -2, -2]"
2776,,"we were able to get a table right away on date time ,  but we only saw our server twice and he failed to give us the specials ,  we overheard him tell the table right next to us after we had ordered and were already into our seats. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2777,,people will literally spend their entire lunch break waiting and for what - an average sized burger. ,"[-1, -2, -2, -2, 0, -2, -2, -2]"
2778,,"in portions ,  which made it much easier paying the  dollar 350 bill. ","[-2, -2, -2, 1, -2, 0, -2, -2]"
2779,,"the food her favorites are prepared by the book :  onion soup in bubbles with a thick layer of person ,  and chicken shell steak is served medium-rare ,  with a side of crisp sweet potatoes. ","[1, -2, -2, -2, 0, -2, -2, -2]"
2780,,"unfortunately ,  as we were finishing up ,  the manager hovered around gpe and asked gpe to go to the bar to finish our drinks becagpee there were other people waiting. ","[0, 0, -1, -2, 0, -2, -2, -2]"
2781,,"i love zen place - and both the formal upstairs dining room and the crowded ,  counter-style cafe downstairs ,  have their pro and con. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2782,,"the last time i went to the restaurant ,  the waitress made me wait to take my order ,  then left me without anything to drink throughout the entire meal. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2783,,there is very little on their menu if you are trying to avoid cheese and oil - not many good cheese at your terminal all. ,"[-1, -2, -2, -2, -2, -2, 0, -2]"
2784,,"the entire menu is not diverse ,  but the items on it are all very good. ","[1, -2, -2, -2, -2, -2, -1, -2]"
2785,,"our waitress asked us if we wanted anything else ,  we said only the check - she quickly scooped up our not-yet finished food. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2786,,"the upside of zen money is the open kitchen ,  which allows you to watch the cooks at your terminal work and removes fears of who only knows what the chefs are doing in the back. ","[-2, 0, 1, 0, -2, -2, -2, -2]"
2787,,he had to reach over people to deliver food. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2788,,"the bar bites were not anything special  ( we had arms and wings ,  very ordinary )  ,  but our dinner was good ,  as was our service. ","[1, 0, -2, -2, -2, -2, -2, -2]"
2789,,it took the waiter over time to get our food because the order was placed. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2790,,"this seems to be a big hit and draws a large crowd ,  so be prepared for a wait. ","[-2, -2, -2, 1, 0, -2, -2, -2]"
2791,,"the scene though this looks like any other lunch counter ,  with purple vinyl booths and a big pond in the small dining room ,  there are cries of superiority. ","[-2, -1, -2, 0, -2, -2, -2, -2]"
2792,,cardinal of my favorite places to get a cup of tea or to have a casual lunch with the newspaper. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
2793,,"( the booths remained closed throughout our meal ,  unless you count the not-very-busy kitchen. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2794,,"cardinal all-you-can-eat lunch is good as a good deal but a the fare is dreadful and you can get a terrific meal ,  also person ,  in peace with service just around the corner for  dollar cardinal more. ","[1, -2, -2, -2, 0, -2, -2, -2]"
2795,,the place was very crowded usually it is a good indication that the food would be worth the delay. ,"[1, -1, -2, -2, -2, -2, -2, -2]"
2796,,"low-fat and low-fat options  ( such as steak )  lure in health-conscious women ,  while everyone else can sink their teeth into warm ,  crisp plates piled with sliced chicken or person ,  white cheese money and more. ","[0, -2, -2, 1, -2, 0, -2, -2]"
2797,,our server seemed to be new because he continually had to go back to the kitchen to check on menu items. ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
2798,,"i finally cancelled our order ,  the waiter came back in time with our plates. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2799,,the menu has many dishes that one cannot find anywhere in the city. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
2800,,"called to complain and the response was well ,  we did not charge you for the same sandwich we served you. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2801,,i ordered the strip steak medium - the waiter or the chef reversed our requests. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2802,,"the tasting menu was delivered at your terminal a break-neck pace ,  leaving no time to enjoy the wine or even digest the food. ","[1, -2, -2, 0, -2, -2, 1, -2]"
2803,,"the owner himself cardinal time came to our table to clear our dishes when our waiter did not show  ( a rare occurrence ,  but it was late at your terminal night ) . ","[0, -2, -1, -2, -2, -2, -2, -2]"
2804,,the food is really great but the service is absolutely horrible ! ,"[1, -2, -2, -2, -1, -2, -2, -2]"
2805,,"i went back a different time ,  once again i cannot remember which ,  probably date and the place was a ghost town ,  with a crazy dj and a waitress who could not get my frienda drink right after several tries. ","[0, 0, -1, -2, -2, -2, -2, -2]"
2806,,my next thought was god i could use a few drinks and a bathroom. ,"[-1, 0, -2, -2, -2, -2, -2, -2]"
2807,,"when asked to compare between cardinal dishes ,  the server said whatever you like. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2808,,"start by enjoying the atmosphere while having a glass of wine at your terminal the bar and we you are ready ,  go and enjoy your food ! ","[-2, 0, -2, -2, -2, -2, -2, 1]"
2809,,apparently the same hostess was also trying to kick out a group of women having drinks at your terminal a table and giving them a hard time for holding up a table. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2810,,"needing a sugar fix ,  my husband and i walked in here to find a wall to wall store of delightful colors. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2811,,cardinal of our waiter did not like her fish and both the waitress and the manager insisted on replacing it. ,"[-1, -2, 0, -2, -2, -2, -2, -2]"
2812,,"my friend and i were the cardinal people in the entire place seated for dinner and after sitting there for time ,  i had to walk over to our table waiter and ask for help. ","[0, -2, -1, -2, 0, -2, -2, -2]"
2813,,"the tables were not busy and they forgot to make my person tea ,  which was not all that delicious ,  not was my friendmy coffee. ","[1, -1, -2, -2, -2, -2, -2, -2]"
2814,,do not miss the name . the waiter recommended us for dessert. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
2815,,"the place is a little over-priced for you but it is a nice restaurant so that was expected food  ( i had the recipe with cheese ,  mushrooms and herbs )  ,  service ,  coffee ,  atmosphere were all fantastic. ","[1, -1, -2, -2, 1, -2, -2, 1]"
2816,,i went for an early dinner time and encountered the worst service i have experienced in a long time. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2817,,the hostess told me she could meet my group without a reservation but we ended up waiting time and were seated in the smallest cramped area. ,"[-2, -1, -1, 0, -2, -2, -2, -2]"
2818,,super friendly bar atmosphere where even a lady can go alone and have a drink and feel comfortable. ,"[0, -2, -2, -2, -2, -2, -2, 1]"
2819,,"if coming to tea and what  ( yeah you heard me )  during time ,  expect a good long wait on the curb till tables open up. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2820,,"thought i did not have reservations ,  the hostess politely informed me that it would be a time wait and we were actually seated in cardinal. ","[-2, -2, 1, 0, -2, -2, -2, -2]"
2821,,"the staff is great ,  but the food is just ok. ","[-1, -2, 1, -2, -2, -2, -2, -2]"
2822,,and date it are cardinal price all night. ,"[0, -2, -2, -2, -2, 1, -2, -2]"
2823,,the staff is very friendly .  everything is wonderful about this place except for the bathroom. ,"[-2, -1, 1, -2, -2, -2, -2, -2]"
2824,,to make matters worse time into our dinner we see a waiter take food to another table. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2825,,"bringing a large group on a busy date time  , i was afraid quality of food and service might not be up to par ,  but we were seated promptly and the service by our waitress was fantastic considering how busy it was. ","[-1, -2, 1, -2, 1, -2, -2, -2]"
2826,,"time ,  when we asked about our drinks ,  another server went to investigate and found that they had run out of cardinal of the beers they needed and had gcardinal out to get more -- which is fine ,  but it would have been nice to know. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2827,,we were also seated promptly at your terminal the time of our reservation and the service was very quick and professional. ,"[-2, -2, -2, 0, 1, -2, -2, -2]"
2828,,"after time of waiting in an sans air conditioned bar ,  we grew tired of paying for over-priced drinks. ","[-1, 0, -2, -2, -2, -2, -2, -2]"
2829,,plus the best wine can be found in the bar but they refused to sell us a bottle ! ,"[1, 0, -2, -2, -2, -2, -2, -2]"
2830,,i recently attended a charity dinner here and i just want to warn everyone that the service is the worst i have ever experienced ! ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2831,,"it is very cheap ,  food is great you can bring your own bottle of wine  ( saves too much money )  the others will in it bring you glasses too  ! ","[1, -2, 1, 0, -2, -2, -2, -2]"
2832,,the scene in but is an ideal stop for a light lunch or full dinner while gallery-hopping through chelsea. ,"[1, -2, -2, 0, -2, -2, -2, -2]"
2833,,our lovely waiter sent us off with dinner for breakfast the following am ! ,"[0, -2, 1, -2, -2, -2, -2, -2]"
2834,,our waiter took his sweet time bringing the menu and telling us the specials and it was not until cardinal : cardinal that we put our order in. ,"[0, -2, 1, -2, -2, -2, 0, -2]"
2835,,"on the menu ,  there are many inexpensive snacks ,  drinks and meals to choose from. ","[1, -2, -2, -2, -2, -2, 0, -2]"
2836,,"the presentation was clever ,  and the food was however the service that accompanied it was so slow it made us feel neglected. ","[1, -2, -2, 1, -1, -2, -2, -2]"
2837,,i especially love the norp dishas they add into there menu consider its cardinal for cardinal its hard not to resist with norp cuisine being so expensive in all in gpe. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
2838,,"while the people here were nice and the service was very good ,  the food was not very good - it was extremely greasy ,  the place did not offer alternatives such as egg whites and person instead of oil ,  coffee was average crystal rock office based coffee - not the good coffee. ","[-1, -2, -2, -2, 1, -2, -2, -2]"
2839,,"it is great in the evening ,  the light is excellent and it is perfect to sit at your terminal the bar ,  eat steak on the cardinal shell and have a glass of wine. ","[0, 0, -2, -2, -2, -2, -2, 1]"
2840,,great a spot for a night out but to be honest the food was not worth the cost. ,"[-1, -2, -2, 1, -2, -2, -2, -2]"
2841,,"i would have told the wait staff if anyone had asked me if i enjoyed my meal ,  but no one asked. ","[1, -2, -1, -2, -2, -2, -2, -2]"
2842,,"upstairs they have an entirely separate hostess ,  as if it was a different restaurant all together ,  where after being asked once again if we had a reservation we were seated in a small seat ,  in the corner ,  of a practically empty room. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2843,,"and although i have noticed that the prices have gone up a little since they opened ,  it has still a great menu. ","[-2, -2, -2, -2, -2, -1, 1, -2]"
2844,,"service was a little but flawed ,   ( they brought gpe beers without the glasses brought the main course out before cleaning off the glasses )  but nothing that would ruin your evening. ","[0, -2, -2, 0, -1, -2, -2, -2]"
2845,,"with cardinal tables occupied in the whole place ,  the waitress spent her time behind the bar and only came to help us when we got up and asked her to. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
2846,,"as we attempted to digest our meal and choose the dessert menu ,  the same staff members approached us to move along our order. ","[0, -2, -1, -2, -2, -2, 0, -2]"
2847,,i went there for lunch with co-workers and found the service to be prompt and very friendly. ,"[0, -2, -2, -2, 1, -2, -2, -2]"
2848,,"they moved gpe upstairs to an area where they were setting up for a private party -- we had no server ,  and had to flag down people setting up for the party to get gpe drinks ,  dinner ,  water ,  etc. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2849,,"when we received the bill ,  we asked the manager to do something about the drinks ,  considering how poor the service was and her reply was ,  well ,  you got them ! ","[0, -2, 1, -2, -1, 0, -2, -2]"
2850,,i had a party of cardinal reservation and was very disappointed at your terminal the service. ,"[-2, -2, -2, 0, -1, -2, -2, -2]"
2851,,"our pizza took quite a while to be served ,  in fact ,  while all the other tables that sat way after us were being served i asked the waiter what happened to our dinner ,  the answer was tough ;  the dishes were fantastic and really !  ,  one have to be really bad to mess a simple pasta dish. ","[-1, 0, -1, -2, -2, -2, -2, -2]"
2852,,"expect a crowd while waiting ,  but they seat quickly. ","[-2, -2, -2, -1, 0, -2, -2, -2]"
2853,,i must admit the times my family  ( date )  have had dinner there the service seemed to forget us after serving the main course. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2854,,"we were seated promptly ,  and after an immediate wait ,  somebody took our drink order and disappeared for time. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2855,,"although the atmosphere was lacking ,  i could definitely recommend a trip to gpe for the fish alone ! ","[1, -2, -2, -2, -2, -2, -2, -1]"
2856,,"though it might be a wait and the service might leave a little to be desired ,  anyone that has ever eaten there agrees that the food is worth it. ","[1, -2, -2, -2, -1, -2, -2, -2]"
2857,,"best baked person in the area ,  great classic ny pizza. ","[1, 0, -2, -2, -2, -2, -2, -2]"
2858,,"we had reservations ,  and so did the strangers ,  and yet the management claimed the other tables were reserved. ","[-2, 0, -1, 0, -2, -2, -2, -2]"
2859,,"the scene gpe discreet ,  simple decor appeals to the largely older crowd occupying the dining room whilst a younger set parties in the back bar. ","[-2, 0, -2, 1, -2, -2, -2, 1]"
2860,,when i asked the waitress she told me it was because i ordered pancakes. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2861,,"we went out on the town with the idea that we were going to live with the in crowd ,  you know ,  go to a place where you pay an outrageous cover charge ,  have to wear all black to fit in ,  and pay  dollar cardinal for a watered-down martini ,  and if you are lucky ,  have a good time. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2862,,much has been made of islandor lack of norp fries--space and cost are cited on the menu--but an order of thick fried salt and vinegar chips almost satisfy the craving. ,"[-1, 0, -2, -2, -2, -2, 0, -2]"
2863,,"service was provided :  dinner came out time after we ordered ,  and time before we finally tracked down the bottle of wine we had ordered ,  the waiter rushed us from start to finish ,  we had to repeatedly track down someone to pour us more wine since it was not at your terminal the table ,  etc ,  etc. ","[0, -2, -1, -2, -1, -2, -2, -2]"
2864,,just before you go and you will arrive early enough start off at your terminal the bar with a fabulous old school cocktail. ,"[1, 0, -2, -2, -2, -2, -2, -2]"
2865,,"the white cloth covering closely-packed ,  old wood tables ;  glasses with accents and up-turned noses ;  warm time dancing ;  colorful crowds drinking wine -- it has all here. ","[1, -2, 0, -2, -2, -2, -2, -2]"
2866,,my plate of egg and blue cheese salad was a surprisingly large serving which balanced the striped person( served on a bed of vegetables ) . ,"[0, -2, -2, -2, 1, -2, -2, -2]"
2867,,"when we got there ,  they refused to seat us because our ordinal was not there yet-even thought there were cardinal other people there and we assured them we would order some starters and drinks. ","[0, -2, -2, -1, -2, -2, -2, -2]"
2868,,"org ,  nice group of cardinal women ,  but no music ,  kind of quiet. ","[1, -2, -2, -2, -2, -2, -2, -1]"
2869,,"though the service leaves a lot to be desired ,  and the family runs around like chickens without heads ,  the beer is cold ,  the sake is hot ,  and the sake is out of this world ! ","[1, -2, -1, -2, -1, -2, -2, -2]"
2870,,people waiting for tables stand at your terminal a drink rail next to large windows which open out over a small garden in the centre. ,"[0, -2, -2, 1, 0, -2, -2, -2]"
2871,,when the group arrived for the time lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff quickly set up the restaurant around them. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2872,,"cardinal of us came here for drinks date ,  the atmosphere was good for chatting and hanging out ,  but not enough lounge or bar space ,  they should open up the back area w /  more lounge chairs or booths if they want to catch any after dinner sort of bar crowd. ","[0, 0, -2, -2, -2, -2, -2, 1]"
2873,,"the players can shoot off a time long list of specials ,  and they know the menu very well. ","[-2, -2, 1, -2, -2, -2, 0, -2]"
2874,,my friends and i went to dinner date and had a great time. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
2875,,"beside i have to wait long time with my food ,  waiter service okay but fine. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2876,,"our waiter said cardinal words to us ,  took away our food as we were finishing ,  and the waitress could not take his eyes off our table waiting for us to leave. ","[-1, -2, -1, -2, 0, -2, -2, -2]"
2877,,"the cardinal was our waitress -- she forgot to order cardinal of our side dishes ,  was not there ,  and then gave us our check before we finished our bottle of wine. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2878,,i spent more time looking for a waiter than i did enjoying my meal. ,"[1, -2, -1, -2, -2, -2, -2, -2]"
2879,,"after sitting at your terminal the table with empty glasses for date ,  we had to ask the hostess to get us drinks as our waiter was nowhere to be found. ","[0, -2, -1, 0, -2, -2, -2, -2]"
2880,,the texture of their flat noodles is something that has to be experienced to understand. ,"[0, -2, -2, -1, -2, -2, -2, -2]"
2881,,the only thing that was a little annoying was that the hostess did not want to let us finish our ordinal drinks at your terminal the bar and kept rushing us to sit down. ,"[0, 0, -1, -2, -2, -2, -2, -2]"
2882,,"you get plenty of food for the price ,  enough water for lunch and they actually serve garlic chicken with lots of chicken and norp vegetables. ","[1, -2, -2, -2, -2, 0, -2, -2]"
2883,,"we heard cardinal different servers telling tables about these specials ,  and when we asked to hear them ,  they would not tell us them. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2884,,the service was slow took time to get me a glass of water. ,"[0, -2, -2, 0, -1, -2, -2, -2]"
2885,,"the sweetness of the ingredients down to the perfection of the crust ,  it is truly the best. ","[1, -2, -2, -2, -2, -2, -2, 0]"
2886,,"the menu looked good ,  except for offering the chilean sea bass ,  but the server does not offer up the specials that were written on the board outside. ","[-1, -2, -1, -2, -2, -2, 1, -2]"
2887,,"the waiter ,  and someone at your terminal the next table ,  were both correct when they said that the lobster was delicious ,  but i though the price was a little steep. ","[1, -2, 1, -2, -2, -1, -2, -2]"
2888,,"the wait staff is very nice ;  though if the place is really packed ,  then you may have to flag someone. ","[-2, -1, 1, -2, -2, -2, -2, -2]"
2889,,"they were rude ,  did not know their drinks and were unable to demonstrate any restraint in their service life. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2890,,"but the service was absolutely terrible ,  and we waited time for food. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2891,,"yes ,  the prices seem reasonable ,  but the portions are so small that you end up spending  dollar cardinal +  just to fill cardinal people and get a couple drinks. ","[0, -2, -2, -1, -2, 1, -2, -2]"
2892,,the food was good but we were dissatisfied with waiting too long for a uncomfortable table. ,"[1, -2, -2, -2, -1, -2, -2, -2]"
2893,,i asked the waiter to move us to another table because we did not want to rush our meal. ,"[-1, -2, 0, 0, -2, -2, -2, -2]"
2894,,"like the other big brothers establishments ,  expect the customer is always wrong attitude from the staff along with red wines you never heard of ,  no bar ,  tiny waiting area and only toilets. ","[-1, -1, -1, 0, -2, -2, -2, -2]"
2895,,service was held time we went for dinner. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2896,,the manager claimed that he could not compensate us for anything on the bill which just shows the lack of appreciation from the entire group. ,"[-2, -2, 0, -2, -2, -1, -2, -2]"
2897,,the wine was served quickly and often. ,"[0, -2, -2, -2, 1, -2, -2, -2]"
2898,,"the servers and / or bus persons dart back and forth through the dining room ,  never even making eye contact to see if you have any needs. ","[-2, 0, 1, -2, -2, -2, -2, -2]"
2899,,"we ordered coffee ,  and then he ordered a bacon slice  ( for  dollar cardinal ,  ridiculous even for gpe )  the waiter then announced he was going to charge us a  dollar cardinal sharing charge. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2900,,"they might be all business at your terminal the counter when you give your order ,  but their food says i love you. ","[1, 0, -2, -2, -2, -2, -2, -2]"
2901,,"we were seated promptly for a date lunch ,  but service was incredibly slow. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2902,,"the scene with its long zinc bar ,  plush couch and patterned stone walls ,  the lounge is a hot spot for midtown, cocktail crowd. ","[-2, 0, -2, 1, -2, -2, -2, -2]"
2903,,the menu offers favorites from all over gpe :  red lake tung-ting shrimp from gpe ;  steamed norp soup with sliced pork ;  and norp soup with sliced mustard greens. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
2904,,my only complaint is waiting a bit between the water and the main course but it was well worth it. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2905,,"the atmosphere was fun and if you sit by the window ,  there is a lot of people-watching to be had ! ","[-2, -2, -2, 0, -2, -2, -2, 1]"
2906,,"despite talking to the date manager on the prior date ,  who gave me a hard time but agreed to make a reservation for me since my group was so big. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2907,,the service could be better but the management  ( person )  is quite helpful if there are any problems. ,"[1, -2, -2, -2, 0, -2, -2, -2]"
2908,,"there are no price listed in the menu ,  and she will not cover them with a smile. ","[-2, -2, -2, -2, -2, -1, 0, -2]"
2909,,"as we were finishing our dessert ,  a nearby waitress dropped a tray and hot chocolate sauce splashed all over my neck ,  hair and sweater and my person clothes. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2910,,"the manager refused to talk to me sending the waiter to tell me to tell me that he was not available ,  when i had previously seen him doing absolutely nothing at your terminal the bar. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
2911,,"the menu consists of a tasting selection ,  norp ,  traditional norp ,  and the chef##s recommended menu. ","[-2, -2, 0, 1, -2, -2, -2, -2]"
2912,,and forget about having a drink at your terminal the bar to take the edge off because the space between tables is so narrow that you will be shoved by the wait staff who are desperate to get their job done. ,"[0, 0, -1, -2, -2, -2, -2, -2]"
2913,,"also ,  try to get a seat at your terminal the main bar ,  because i sat at your terminal the smaller bar by the entrance and it was getting so crowded with people waiting that it became a bit unpleasant towards to end of the meal. ","[0, 0, -2, 0, -1, -2, -2, -2]"
2914,,"the sandwiches ,  cookies ,  and plates are top notch too ,  but i could make a meal just out of their pain in the ass bread and potatoes. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2915,,"( the band is positioned in front of the windows ,  in a space roughly the size of a living room. ","[-2, 0, 1, -2, -2, -2, -2, -2]"
2916,,"at dinner on a date time ,  i was stunned by the thick ,  vibrant crowd and the unusually warm lighting. ","[0, -2, -2, -2, -2, -2, -2, 1]"
2917,,"definitely make reservations if you can -- they will honor them ,  and you can skip the massive wait ! ","[-2, -2, -2, 0, -1, -2, -2, -2]"
2918,,"it is the gpe you thought was long gone ;  orders are spoken ,  not yelled ,  and the staff knows the names of patrons' dogs. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2919,,"their service can use a little assistance ,  but their food is great. ","[1, -2, -2, -2, -1, -2, -2, -2]"
2920,,i told the waiter that my drink tasted very bad and asked if he could swap it out for a ordinal margarita. ,"[-1, -2, 0, -2, -2, -2, -2, -2]"
2921,,"the lawyers ,  all wearing black suits ,  are serious ,  serious ,  and gentle ;  the dining rooms are ornate and formal ,  with large parties celebrating various things interspersed with dressed-up couples on dates. ","[-2, -2, -1, 1, -2, -2, -2, -2]"
2922,,"when you are sitting in their main dining room  ( which has a spectacular ,  hand-painted high ceiling )  you would never know there was a world outside. ","[-2, 0, -2, 1, -2, -2, -2, -2]"
2923,,"the entire ice cream is delicious but the service is amazing - not only do i have to wait to be admitted into this ice cream joint ,  but the waiter is a short ,  gruff man more suited to be a waiter than an ice cream shop server. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2924,,"we did not see him the rest of time ,  the other courses come out rarely ,  and no one ever asked if we wanted more wine  ( which we did )  or even our water -- even after we chased down another waiter ,  nothing happened. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2925,,"after demanding a free round of drinks from a ordinal manager ,  our party decided to bail on this horrific norp import. ","[0, -2, -1, -2, -2, -2, -2, -2]"
2926,,"you have to wait in line most of the time ,  but the beers are worth it and the beer is cheap. ","[1, -2, -2, -2, -1, -2, -2, -2]"
2927,,"we had a reservation for date lunch and were seated promptly ,  which was a pleasant surprise. ","[0, -2, -2, 0, 1, -2, -2, -2]"
2928,,"maybe it was the choices the chefs had put on date ,  but much of our food was just so-so. ","[-1, -2, -2, -2, -2, -2, 0, -2]"
2929,,"our dinner was enhanced by a date lemon grape ,  delivered by the waitress. ","[0, -2, 1, -2, -2, -2, -2, -2]"
2930,,"and the air is very cool ,  stop by on a date time and you can play some old school games while having a beer. ","[0, -2, -2, -2, -2, -2, -2, 1]"
2931,,"the waitress even gave us a special sweet warm chocolate lava cake with a scoop of cinnamon ice cream ,  what a perfect end to a perfect dinner ! ","[0, -2, 1, -2, -2, -2, -2, -2]"
2932,,"the menu can give you price shock but the food ,  service and drinks are worth money. ","[1, -2, -2, -2, 1, 0, 0, -2]"
2933,,"however ,  the service was so excellent ,  we added  dollar cardinal to the tip ! ","[-2, -2, -2, -2, 1, 0, -2, -2]"
2934,,after the rude waitress took our order we were sipping our drinks when the manager comes over and says we have to leave as the tables are reserved for dinner patrons. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2935,,"do not know if the bar is really that bad ,  but the food would more than compensate ! ","[1, -1, -2, -2, -2, -2, -2, -2]"
2936,,"we were promptly seated - the waitress was very nice ,  got us drinks and left. ","[0, -2, 1, -2, -2, -2, 0, -2]"
2937,,the staff was polite and explained the menu with detail. ,"[-2, -2, 1, 0, -2, -2, -2, -2]"
2938,,i think i am going to start taking the food and coffee to go b / see . i go there  ( which is quite often )  i get more frustrated with the service. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2939,,"the best aspect of dylan prime is that it has a perfect spot for a ordinal date ,  a business dinner ,  a casual night-on-the-town or even just a quite bite at your terminal lunch. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2940,,we too had reservations but the gentleman never checked a book to see our names or check us off. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
2941,,"the host was short ;  my waitress ,  though sweet ,  did not seem to know the food or the menu very well ;  and the waiter we passed over to order our wine seemed as if he had never looked at your terminal the wine list before. ","[0, -2, -1, -2, -2, -2, 0, -2]"
2942,,our food was delivered in a timely fashion but if you wanted another drink or your check you had to hunt down your server. ,"[1, -2, -2, -2, -2, 0, -2, -2]"
2943,,the waiter knew his menu and what to recommend. ,"[-2, -2, 1, -2, -2, -2, 0, -2]"
2944,,i liked the beer selection ! ,"[0, -2, -2, 1, -2, -2, -2, -2]"
2945,,the manager never came to our table and the restaurant did not offer anything to compensate for the error  ( they could have taken date off the check  ) . ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2946,,"the waiter did not know the menu ,  and was very sensitive about this. ","[-2, -2, -1, -2, -2, -2, 0, -2]"
2947,,"there was a time wait with a reservation ,  but the bar kept us entertained. ","[-2, 1, -2, 0, 0, -2, -2, -2]"
