,text,labels
9714,"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon",0
9715,"a battle between bug eye theatre and dead eye matinee",0
9716,"bella is the picture of health with boundless energy until a few days before she dies this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer",0
9717,"the movie slides downhill as soon as macho action conventions assert themselves",0
9718,"crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families",0
9719,"no one can doubt the filmmakers' motives , but the guys still feels counterproductive",0
9720,"at least it 's a fairly impressive debut from the director , charles stone iii",0
9721,"suffers from unlikable characters and a self conscious sense of its own quirky hipness",0
9722,"a movie you observe , rather than one you enter into",0
9723,"admirable , certainly , but not much fun to watch for caine lovers only",0
9724,"a combination of standard , stiff tv style animation and snazzy looking digital effects that do little to disguise the fact that the characters barely move",0
9725,"cry havoc and let slip the dogs of cheese , indeed",0
9726,"a guilty pleasure at best , and not worth seeing unless you want to laugh at it",0
9727,"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit",0
9728,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes",0
9729,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy",0
9730,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater",0
9731,"tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span",0
9732,"guys say mean things and shoot a lot of bullets some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares",0
9733,"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker 's misfit artist is concerned",0
9734,"anemic chronicle of money grubbing new yorkers and their serial loveless hook ups",0
9735,"every note rings false",0
9736,"the cumulative effect of the relentless horror on parade numbs the movie 's power as a work of drama",0
9737,"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor",0
9738,"one look at a girl in tight pants and big tits and you turn stupid \? um is n't that the basis for the entire plot \?",0
9739,"overly long and worshipful bio doc",0
9740,"should n't have been allowed to use the word new in its title , because there 's not an original character , siuation or joke in the entire movie",0
9741,"ringu is a disaster of a story , full of holes and completely lacking in chills ignore the reputation , and ignore the film",0
9742,"has the marks of a septuagenarian it 's a crusty treatment of a clever gimmick",0
9743,"some of the computer animation is handsome , and various amusing sidekicks add much needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity",0
9744,"i liked the original short story but this movie , even at an hour and twenty some minutes , it 's too long and it goes nowhere",0
9745,"drowning 's too good for this sucker",0
9746,"there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels",0
9747,"a wishy washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily",0
9748,"you might say tykwer has done all that heaven allows , if you wanted to make as anti kieslowski a pun as possible suffice to say its total promise is left slightly unfulfilled",0
9749,"sheridan 's take on the author 's schoolboy memoir is a rather toothless take on a hard young life",0
9750,"if only the story about a multi million dollar con bothered to include the con",0
9751,"the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl",0
9752,"the action scenes have all the suspense of a 20 car pileup , while the plot holes are big enough for a train car to drive through if kaos had n't blown them all up",0
9753,"starts promisingly but disintegrates into a dreary , humorless soap opera",0
9754,"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story",0
9755,"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay",0
9756,"wobbly senegalese updating of carmen which is best for the stunning star turn by djeinaba diop gai",0
9757,"rashomon for dipsticks tale",0
9758,"there 's just no currency in deriding james bond for being a clich d , doddering , misogynistic boy 's club",0
9759,"movie fans , get ready to take off the other direction",0
9760,"brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie",0
9761,"time literally stops on a dime in the tries so hard to be cool clockstoppers , but that does n't mean it still wo n't feel like the longest 90 minutes of your movie going life",0
9762,"such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema",0
9763,"halfway through , however , having sucked dry the undead action flick formula , blade ii mutates into a gross out monster movie with effects that are more silly than scary",0
9764,"this is mild mannered , been there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous",0
9765,"oh , it 's extreme , all right extremely dumb extremely confusing extremely boring",0
9766,"it 's a fanboy 'what if \? ' brought to life on the big screen",0
9767,"klein , charming in comedies like american pie and dead on in election , delivers one of the saddest action hero performances ever witnessed",0
9768,"almost as offensive as freddy got fingered",0
9769,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie '",0
9770,"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags",0
9771,"while super troopers is above academy standards , its quintet of writers could still use some more schooling",0
9772,"the premise of abandon holds promise , but its delivery is a complete mess",0
9773,"often silly and gross but it 's rarely as moronic as some campus gross out films",0
9774,"apparently writer director attal thought he need only cast himself and his movie star wife sitting around in their drawers to justify a film",0
9775,"an incredibly irritating comedy about thoroughly vacuous people manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy",0
9776,"the cast is so low wattage that none of the characters comes off as big and the setting remains indistinct",0
9777,"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy",0
9778,"this heist flick about young brooklyn hoods is off the shelf after two years to capitalize on the popularity of vin diesel , seth green and barry pepper it should have stayed there",0
9779,"meyjes 's movie , like max rothman 's future , does not work",0
9780,"the lousy lead performances keep the movie from ever reaching the comic heights it obviously desired",0
9781,"there 's plenty of style in guillermo del toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 minutes",0
9782,"while the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target",0
9783,"routine , harmless diversion and little else",0
9784,"another example of how sandler is losing his touch",0
9785,"the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch",0
9786,"a plodding teen remake that 's so mechanical you can smell the grease on the plot twists",0
9787,"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do",0
9788,"i'm sorry to say that this should seal the deal arnold is not , nor will he be , back",0
9789,"to blandly go where we went 8 movies ago",0
9790,"it 's the type of stunt the academy loves a powerful political message stuffed into an otherwise mediocre film",0
9791,"director barry skolnick and his screenwriters glibly tick off every point of the longest yard playbook like a checklist",0
9792,"rarely has leukemia looked so shimmering and benign",0
9793,"the movie 's ultimate point that everyone should be themselves is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness",0
9794,"one long , numbing action sequence made up mostly of routine stuff yuen has given us before",0
9795,"the film has its moments , but they are few and far between",0
9796,"tends to plod",0
9797,"an authentically vague , but ultimately purposeless , study in total pandemonium",0
9798,"this cloying , voices from the other side story is hell",0
9799,"it 's a feel bad ending for a depressing story that throws a bunch of hot button items in the viewer 's face and asks to be seen as hip , winking social commentary",0
9800,"by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic",0
9801,"screenwriter chris ver weil 's directing debut is good natured and never dull , but its virtues are small and easily overshadowed by its predictability",0
9802,"the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots \( or cinema seats \)",0
9803,"the story 's pathetic and the gags are puerile",0
9804,"it 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism",0
9805,"a collage of clich s and a dim echo of allusions to other films",0
9806,"the lead actors share no chemistry or engaging charisma we do n't even like their characters",0
9807,"the film favors the scientific over the spectacular \( visually speaking \)",0
9808,"with or without ballast tanks , k 19 sinks to a harrison ford low",0
9809,"falls short in explaining the music and its roots",0
9810,"the movie has a script \( by paul pender \) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions",0
9811,"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious it 's painful",0
9812,"bad beyond belief and ridiculous beyond description",0
9813,"it does n't quite work , but there 's enough here to make us look forward to the russos' next offering",0
9814,"this is n't a friday worth waiting for",0
9815,"the story is far flung , illogical , and plain stupid",0
9816,"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance",0
9817,"an occasionally funny , but overall limp , fish out of water story",0
9818,"the first fatal attraction was vile enough do we really need the tiger beat version \?",0
9819,"the mushy finale turns john q into a movie of the week tearjerker",0
9820,"ecks this one off your must see list",0
9821,"let 's face it there are n't many reasons anyone would want to see crossroads if they 're not big fans of teen pop kitten britney spears",0
9822,"it 's just a little too self satisfied",0
9823,"a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender 9 and 93 minutes of unrecoverable life",0
9824,"even if you feel like you 've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to belushi 's easy going likableness",0
9825,"rarely has a film 's title served such dire warning",0
9826,"aggravating and tedious",0
9827,"anyone not into high tech splatterfests is advised to take the warning literally , and log on to something more user friendly",0
9828,"impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies",0
9829,"fans of so bad they 're good cinema may find some fun in this jumbled mess",0
9830,"wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean spirited",0
9831,"just not campy enough",0
9832,"ends up being mostly about ravishing costumes , eye filling , wide screen production design and joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr",0
9833,"witless and utterly pointless",0
9834,"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick",0
9835,"so faithful to the doldrums of the not quite urban , not quite suburban milieu as to have viewers recoiling from the reality check",0
9836,"instead of using george and lucy 's most obvious differences to ignite sparks , lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics",0
9837,"this dubious product of a college spawned \( colgate u \) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips",0
9838,"less worrying about covering all the drama in frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie",0
9839,"i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism",0
9840,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing",0
9841,"instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that 's superficial and unrealized",0
9842,"it 's a barely tolerable slog over well trod ground",0
9843,"they should have called it gutterball",0
9844,"historical dramas fused with love triangle is a well worn conceit but this films lacks the passion required to sell the material",0
9845,"grating and tedious",0
9846,"alex nohe 's documentary plays like a travelogue for what mostly resembles a real life , big budget nc 17 version of tank girl",0
9847,"the latest vapid actor 's exercise to appropriate the structure of arthur schnitzler 's reigen",0
9848,"routine and rather silly",0
9849,"just too silly and sophomoric to ensnare its target audience",0
9850,"highly uneven and inconsistent margarita happy hour kinda resembles the el cheapo margaritas served within",0
9851,"unfortunately , carvey 's rubber face routine is no match for the insipid script he has crafted with harris goldberg",0
9852,"if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films",0
9853,"stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind",0
9854,"tedious norwegian offering which somehow snagged an oscar nomination",0
9855,"skip this turd and pick your nose instead because you 're sure to get more out of the latter experience",0
9856,"it is very difficult to care about the character , and that is the central flaw of the film",0
9857,"moretti plays giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy too predictably , in fact",0
9858,"the story is bogus and its characters tissue thin",0
9859,"too simple for its own good",0
9860,"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything",0
9861,"every sequel you skip will be two hours gained consider this review life affirming",0
9862,"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore",0
9863,"no dia em que aceitou dirigir esta continua o , harold ramis deve ter sa do da cama com o p esquerdo e aqueles que decidiram assistir a este filme tamb m",0
9864,"these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance",0
9865,"if you 're a wwf fan , or you related to the people who watched the robots getting butchered in a i , you 'll probably like rollerball",0
9866,"as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small town competition",0
9867,"a mostly boring affair with a confusing sudden finale that 's likely to irk viewers",0
9868,"looks like a high school film project completed the day before it was due",0
9869,"the film tries too hard to be funny and tries too hard to be hip the end result is a film that 's neither",0
9870,"more maudlin than sharp",0
9871,"one of the most plain , unimaginative romantic comedies i 've ever seen",0
9872,"the impact of the armenian genocide is diluted by too much stage business in the modern day",0
9873,"the lack of naturalness makes everything seem self consciously poetic and forced it 's a pity that nelson 's achievement does n't match his ambition",0
9874,"bisset delivers a game performance , but she is unable to save the movie",0
9875,"the subject of swinging still seems ripe for a documentary just not this one",0
9876,"a passable romantic comedy , in need of another couple of passes through the word processor",0
9877,"dolman confines himself to shtick and sentimentality the one bald and the other sloppy",0
9878,"the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material",0
9879,"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world 's most generic rock star",0
9880,"how can such a cold movie claim to express warmth and longing \? in truth , it has all the heart of a porno flick \( but none of the sheer lust \)",0
9881,"flaunts its quirky excesses like a new year 's eve drunk sporting a paper party hat",0
9882,"fluffy and disposible",0
9883,"when not obscured by the booming bass heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray 's game of chinese whispers with mr bean",0
9884,"well made but mush hearted",0
9885,"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut",0
9886,"thoroughly awful",0
9887,"it 's too long , too repetitive , and takes way too many years to resolve to be a total winner",0
9888,"quite frankly , i ca n't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out",0
9889,"barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three hour endurance test built around an hour 's worth of actual material",0
9890,"ordinary melodrama that is heavy on religious symbols but wafer thin on dramatic substance",0
9891,"woody , what happened \?",0
9892,"this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd",0
9893,"the story drifts so inexorably into cliches about tortured \( and torturing \) artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on",0
9894,"the vintage is pure '87 , with a halfhearted twist on its cautionary message fatal attraction do n't have an affair with a nutjob unfaithful do n't if you 're married to one",0
9895,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing",0
9896,"the film 's thoroughly recycled plot and tiresome jokes drag the movie down",0
9897,"desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats",0
9898,"what goes on for the 110 minutes of panic room is a battle of witlessness between a not so bright mother and daughter and an even less capable trio of criminals",0
9899,"a crude teen oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss",0
9900,"with the cheesiest monsters this side of a horror spoof , which they is n't , it is more likely to induce sleep than fright",0
9901,"a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it",0
9902,"a dreary movie",0
9903,"it was a dark and stormy night",0
9904,"hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes",0
9905,"put it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob 's body of work",0
9906,"the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship \( most notably wretched sound design \)",0
9907,"plodding , peevish and gimmicky",0
9908,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface that 's a cheat",0
9909,"has all the scenic appeal of a cesspool",0
9910,"director kevin bray excels in breaking glass and marking off the miami vice checklist of power boats , latin music and dog tracks he does n't , however , deliver nearly enough of the show 's trademark style and flash",0
9911,"van wilder does n't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass a thons like tomcats , freddy got fingered , and slackers",0
9912,"a baffling mixed platter of gritty realism and magic realism with a hard to swallow premise",0
9913,"his nelson 's screenplay needs some serious re working to show more of the dilemma , rather than have his characters stage shouting matches about it",0
9914,"the movie 's biggest offense is its complete and utter lack of tension",0
9915,"haneke keeps us at arm 's length guided more by intellect than heart , his story flattens instead of sharpens",0
9916,"the plot is romantic comedy boilerplate from start to finish",0
9917,"here the love scenes all end in someone screaming maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better",0
9918,"a grim , flat and boring werewolf movie that refuses to develop an energy level",0
9919,"few of the increasingly far fetched events that first time writer director neil burger follows up with are terribly convincing , which is a pity , considering barry 's terrific performance",0
9920,"suffers from a flat script and a low budget",0
9921,"it 's hard to say who might enjoy this , are there tolstoy groupies out there \? it 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",0
9922,"'linklater fans , or pretentious types who want to appear avant garde will suck up to this project '",0
9923,"there 's not enough here to justify the almost two hours",0
9924,"the story is moldy and obvious",0
9925,"it 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate",0
9926,"i believe silberling had the best intentions here , but he just does n't have the restraint to fully realize them",0
9927,"it 's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese",0
9928,"the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting",0
9929,"'christian bale 's quinn is a leather clad grunge pirate with a hairdo like gandalf in a wind tunnel and a simply astounding cor blimey luv a duck cockney accent '",0
9930,"predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king",0
9931,"what begins brightly gets bogged down over 140 minutes",0
9932,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction",0
9933,"a man leaving the screening said the film was better than saving private ryan he may have meant the internet short saving ryan 's privates but windtalkers does n't beat that one , either",0
9934,"did we really need a remake of charade \?",0
9935,"complex , sinuously plotted and , somehow , off puttingly cold",0
9936,"liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario too bad",0
9937,"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness",0
9938,"what was once original has been co opted so frequently that it now seems pedestrian",0
9939,"that is essentially what 's missing from blackboards the sense of something bigger , some ultimate point",0
9940,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels",0
9941,"basically , it 's pretty but dumb",0
9942,"it 's just disappointingly superficial a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface",0
9943,"apallingly absurd the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 black and white portable tv",0
9944,"a sleep inducing thriller with a single twist that everyone except the characters in it can see coming a mile away",0
9945,"excessive , profane , packed with cartoonish violence and comic strip characters",0
9946,"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual",0
9947,"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge",0
9948,"a sudsy cautionary tale",0
9949,"this is the sort of low grade dreck that usually goes straight to video with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes",0
9950,"and if you appreciate the one sided theme to lawrence 's over indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self glorified martin lawrence lovefest if you are willing to do this , then you so crazy !",0
9951,"it 's a terrible movie in every regard , and utterly painful to watch",0
9952,"a mechanical action comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences",0
9953,"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad",0
9954,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy",0
9955,"showtime is closer to slowtime",0
9956,"not really bad so much as distasteful we need kidnapping suspense dramas right now like we need doomsday thrillers",0
9957,"not once in the rush to save the day did i become very involved in the proceedings to me , it was just a matter of 'eh '",0
9958,"harry potter and the chamber of secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate it 's likely that whatever you thought of the first production pro or con you 'll likely think of this one",0
9959,"a movie more to be prescribed than recommended as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms",0
9960,"you have once again entered the bizarre realm where director adrian lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal",0
9961,"despite engaging offbeat touches , knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh faced as its young guns cast",0
9962,"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students",0
9963,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks",0
9964,"hugh grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are",0
9965,"sucking all the 'classic' out of robert louis stevenson 's treasure island and filling the void with sci fi video game graphics and disney fied adolescent angst",0
9966,"it gets the details of its time frame right but it completely misses its emotions",0
9967,"that zhang would make such a strainingly cute film with a blind orphan at its center , no less indicates where his ambitions have wandered",0
9968,"to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow enter the fist",0
9969,"both awful and appealing",0
9970,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie",0
9971,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap",0
9972,"the title , alone , should scare any sane person away",0
9973,"the cumulative effect of the movie is repulsive and depressing",0
9974,"it almost plays like solaris , but with guns and jokes",0
9975,"a rip off twice removed , modeled after seagal 's earlier copycat under siege , sometimes referred to as die hard on a boat",0
9976,"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal",0
9977,"director roger michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff",0
9978,"the characters are paper thin , and their personalities undergo radical changes when it suits the script",0
9979,"offensive in the way it exploits the hot button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented",0
9980,"blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period",0
9981,"a close to solid espionage thriller with the misfortune of being released a few decades too late",0
9982,"uneasy mishmash of styles and genres",0
9983,"its screenplay serves as auto critique , and its clumsiness as its own most damning censure",0
9984,"it 's a boom box of a movie that might have been titled 'the loud and the ludicrous' the pandering to a moviegoing audience dominated by young males is all too calculated",0
9985,"does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink \?",0
9986,"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip",0
9987,"occasionally interesting but essentially unpersuasive , a footnote to a still evolving story",0
9988,"schaefer 's determination to inject farcical raunch drowns out the promise of the romantic angle",0
9989,"nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams",0
9990,"it 's about following your dreams , no matter what your parents think socrates motions for hemlock",0
9991,"plotless collection of moronic stunts is by far the worst movie of the year",0
9992,"stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time",0
9993,"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning",0
9994,"the film never rises above a conventional , two dimension tale",0
9995,"it comes off as so silly that you would n't be surprised if ba , murdock and rest of the a team were seen giving chase in a black and red van",0
9996,"the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction",0
9997,"the good is very , very good the rest runs from mildly unimpressive to despairingly awful",0
9998,"as earnest as a community college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school",0
9999,"the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences",0
10000,"one gets the impression the creators of do n't ask do n't tell laughed a hell of a lot at their own jokes too bad none of it is funny",0
10001,"what the audience feels is exhaustion , from watching a movie that is dark \( dark green , to be exact \) , sour , bloody and mean",0
10002,"ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls",0
10003,"formulaic to the 51st power , more like",0
10004,"if ever a concept came handed down from the movie gods on a silver platter , this is it if ever such a dependable concept was botched in execution , this is it",0
10005,"i t 's certainly laudable that the movie deals with hot button issues in a comedic context , but barbershop is n't as funny as it should be",0
10006,"say this for the soundtrack , it drowns out the lousy dialogue",0
10007,"the satire is unfocused , while the story goes nowhere",0
10008,"intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject",0
10009,"too silly to take seriously",0
10010,"i found myself growing more and more frustrated and detached as vincent became more and more abhorrent",0
10011,"a film made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick",0
10012,"it 's refreshing that someone understands the need for the bad boy diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly",0
10013,"the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed",0
10014,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu rich new york intelligentsia and its off",0
10015,"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so five minutes ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna barbera charm",0
10016,"unfortunately , it 's also not very good especially compared with the television series that inspired the movie",0
10017,"viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture",0
10018,"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you you end up simply admiring this bit or that , this performance or that",0
10019,"cherish is a dud a romantic comedy that 's not the least bit romantic and only mildly funny",0
10020,"should have been worth cheering as a breakthrough but is devoid of wit and humor",0
10021,"in a strange way , egoyan has done too much he 's worked too hard on this movie",0
10022,"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people but it is set in a world that is very , very far from the one most of us inhabit",0
10023,"this insufferable movie is meant to make you think about existential suffering instead , it 'll only put you to sleep",0
10024,"the film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments",0
10025,"some motion pictures portray ultimate passion others create ultimate thrills men in black ii achieves ultimate insignificance it 's the sci fi comedy spectacle as whiffle ball epic",0
10026,"scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company",0
10027,"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty",0
10028,"maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back",0
10029,"the work of an exhausted , desiccated talent who ca n't get out of his own way",0
10030,"kwan makes the mix and match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action",0
10031,"uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse",0
10032,"a peculiar misfire that even tunney ca n't save",0
10033,"no , it 's not nearly as good as any of its influences",0
10034,"leaves you with a knot in your stomach , its power is undercut by its own head banging obviousness",0
10035,"a nearly 21 2 hours , the film is way too indulgent",0
10036,"the logic of it all will be greek to anyone not predisposed to the movie 's rude and crude humor",0
10037,"more a gunfest than a rock concert",0
10038,"personal velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces",0
10039,"it would work much better as a one hour tv documentary",0
10040,"'punch drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in '",0
10041,"it 's as if allen , at 66 , has stopped challenging himself",0
10042,"i liked the movie , but i know i would have liked it more if it had just gone that one step further i'm left slightly disappointed that it did n't",0
10043,"my reaction in a word disappointment his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it",0
10044,"the truth about charlie is that it 's a brazenly misguided project",0
10045,"richard pryor mined his personal horrors and came up with a treasure chest of material , but lawrence gives us mostly fool 's gold",0
10046,"dismally dull sci fi comedy",0
10047,"starts off witty and sophisticated and you want to love it but filmmaker yvan attal quickly writes himself into a corner",0
